time,feature,component,id,parameter,value
1,flow,link,9,current,0.0
1,flow,link,9,real_power_from,0.0
1,flow,link,9,reactive_power_from,0.0
1,flow,link,9,real_power_to,0.0
1,flow,link,9,reactive_power_to,0.0
1,topology,link,11,status,0
1,flow,link,11,current,0.0
1,flow,link,11,real_power_from,0.0
1,flow,link,11,reactive_power_from,0.0
1,flow,link,11,real_power_to,0.0
1,flow,link,11,reactive_power_to,0.0
1,topology,link,12,status,0
1,flow,link,12,current,0.0
1,flow,link,12,real_power_from,0.0
1,flow,link,12,reactive_power_from,0.0
1,flow,link,12,real_power_to,0.0
1,flow,link,12,reactive_power_to,0.0
1,topology,link,13,status,0
1,flow,link,13,current,0.0
1,flow,link,13,real_power_from,0.0
1,flow,link,13,reactive_power_from,0.0
1,flow,link,13,real_power_to,0.0
1,flow,link,13,reactive_power_to,0.0
1,topology,link,14,status,0
1,flow,link,14,current,0.0
1,flow,link,14,real_power_from,0.0
1,flow,link,14,reactive_power_from,0.0
1,flow,link,14,real_power_to,0.0
1,flow,link,14,reactive_power_to,0.0
1,topology,link,20,status,0
1,flow,link,20,current,0.0
1,flow,link,20,real_power_from,0.0
1,flow,link,20,reactive_power_from,0.0
1,flow,link,20,real_power_to,0.0
1,flow,link,20,reactive_power_to,0.0
1,topology,link,21,status,0
1,flow,link,21,current,0.0
1,flow,link,21,real_power_from,0.0
1,flow,link,21,reactive_power_from,0.0
1,flow,link,21,real_power_to,0.0
1,flow,link,21,reactive_power_to,0.0
1,topology,link,24,status,0
1,flow,link,24,current,0.0
1,flow,link,24,real_power_from,0.0
1,flow,link,24,reactive_power_from,0.0
1,flow,link,24,real_power_to,0.0
1,flow,link,24,reactive_power_to,0.0
1,topology,link,25,status,0
1,flow,link,25,current,0.0
1,flow,link,25,real_power_from,0.0
1,flow,link,25,reactive_power_from,0.0
1,flow,link,25,real_power_to,0.0
1,flow,link,25,reactive_power_to,0.0
1,topology,link,26,status,0
1,flow,link,26,current,0.0
1,flow,link,26,real_power_from,0.0
1,flow,link,26,reactive_power_from,0.0
1,flow,link,26,real_power_to,0.0
1,flow,link,26,reactive_power_to,0.0
1,topology,link,30,status,0
1,flow,link,30,current,0.0
1,flow,link,30,real_power_from,0.0
1,flow,link,30,reactive_power_from,0.0
1,flow,link,30,real_power_to,0.0
1,flow,link,30,reactive_power_to,0.0
1,topology,link,32,status,0
1,flow,link,32,current,0.0
1,flow,link,32,real_power_from,0.0
1,flow,link,32,reactive_power_from,0.0
1,flow,link,32,real_power_to,0.0
1,flow,link,32,reactive_power_to,0.0
1,topology,link,33,status,0
1,flow,link,33,current,0.0
1,flow,link,33,real_power_from,0.0
1,flow,link,33,reactive_power_from,0.0
1,flow,link,33,real_power_to,0.0
1,flow,link,33,reactive_power_to,0.0
1,topology,link,35,status,0
1,flow,link,35,current,0.0
1,flow,link,35,real_power_from,0.0
1,flow,link,35,reactive_power_from,0.0
1,flow,link,35,real_power_to,0.0
1,flow,link,35,reactive_power_to,0.0
1,topology,link,36,status,0
1,flow,link,36,current,0.0
1,flow,link,36,real_power_from,0.0
1,flow,link,36,reactive_power_from,0.0
1,flow,link,36,real_power_to,0.0
1,flow,link,36,reactive_power_to,0.0
1,topology,link,41,status,0
1,flow,link,41,current,0.0
1,flow,link,41,real_power_from,0.0
1,flow,link,41,reactive_power_from,0.0
1,flow,link,41,real_power_to,0.0
1,flow,link,41,reactive_power_to,0.0
1,flow,node,1,real_power,-12.0
1,flow,node,2,real_power,21.700000000000003
1,flow,node,3,real_power,2.4000000000000004
1,flow,node,4,real_power,7.600000000000001
1,flow,node,5,real_power,0.0
1,flow,node,6,real_power,0.0
1,flow,node,7,real_power,22.799999999999997
1,flow,node,8,real_power,30.0
1,flow,node,9,real_power,0.0
1,flow,node,10,real_power,5.800000000000001
1,flow,node,11,real_power,0.0
1,flow,node,12,real_power,11.200000000000001
1,flow,node,13,real_power,0.0
1,flow,node,14,real_power,6.199999999999999
1,flow,node,15,real_power,8.2
1,flow,node,16,real_power,3.5
1,flow,node,17,real_power,9.0
1,flow,node,18,real_power,3.1999999999999993
1,flow,node,19,real_power,9.5
1,flow,node,20,real_power,-9.8
1,flow,node,1,real_power,0.0
1,flow,node,2,real_power,33.7
1,flow,node,3,real_power,14.4
1,flow,node,4,real_power,19.6
1,flow,node,6,real_power,12.0
1,flow,node,8,real_power,42.0
1,flow,node,5,real_power,12.0
1,flow,node,7,real_power,34.8
1,flow,node,9,real_power,12.0
1,flow,node,10,real_power,17.8
1,topology,link,31,status,0
1,flow,link,31,current,0.0
1,flow,link,31,real_power_from,0.0
1,flow,link,31,reactive_power_from,0.0
1,flow,link,31,real_power_to,0.0
1,flow,link,31,reactive_power_to,0.0
1,flow,node,11,real_power,12.0
1,flow,node,12,real_power,23.200000000000003
1,flow,node,13,real_power,12.0
1,flow,node,14,real_power,18.2
1,flow,node,15,real_power,20.2
1,flow,node,16,real_power,15.5
1,flow,node,18,real_power,15.2
1,flow,node,19,real_power,21.5
1,topology,link,18,status,0
1,flow,link,18,current,0.0
1,flow,link,18,real_power_from,0.0
1,flow,link,18,reactive_power_from,0.0
1,flow,link,18,real_power_to,0.0
1,flow,link,18,reactive_power_to,0.0
1,flow,node,17,real_power,21.0
1,flow,node,1,real_power,12.0
1,flow,node,2,real_power,45.7
1,flow,node,3,real_power,26.4
1,flow,node,4,real_power,31.6
1,flow,node,6,real_power,24.0
1,flow,node,8,real_power,54.0
1,flow,node,5,real_power,24.0
1,flow,node,7,real_power,46.8
1,flow,node,9,real_power,24.0
1,flow,node,10,real_power,29.8
1,topology,link,27,status,0
1,flow,link,27,current,0.0
1,flow,link,27,real_power_from,0.0
1,flow,link,27,reactive_power_from,0.0
1,flow,link,27,real_power_to,0.0
1,flow,link,27,reactive_power_to,0.0
1,flow,node,11,real_power,24.0
1,flow,node,12,real_power,35.2
1,flow,node,13,real_power,24.0
1,flow,node,14,real_power,30.2
1,flow,node,16,real_power,27.5
1,topology,link,17,status,0
1,flow,link,17,current,0.0
1,flow,link,17,real_power_from,0.0
1,flow,link,17,reactive_power_from,0.0
1,flow,link,17,real_power_to,0.0
1,flow,link,17,reactive_power_to,0.0
1,flow,node,15,real_power,32.2
1,flow,node,18,real_power,27.2
1,flow,node,19,real_power,33.5
1,flow,node,17,real_power,33.0
1,flow,node,1,real_power,-12.0
1,flow,node,2,real_power,-12.0
1,flow,node,3,real_power,-12.0
1,flow,node,4,real_power,-12.0
1,flow,node,5,real_power,-12.0
1,flow,node,6,real_power,-12.0
1,flow,node,7,real_power,-12.0
1,flow,node,8,real_power,-12.0
1,flow,node,9,real_power,-12.0
1,flow,node,10,real_power,5.800000000000001
1,flow,node,11,real_power,-12.0
1,flow,node,12,real_power,11.200000000000005
1,flow,node,13,real_power,0.0
1,flow,node,14,real_power,6.199999999999999
1,flow,node,15,real_power,-12.0
1,flow,node,16,real_power,3.5
1,flow,node,17,real_power,-12.0
1,flow,node,18,real_power,-12.0
1,flow,node,19,real_power,-12.0
1,flow,node,20,real_power,-12.0
1,flow,node,1,real_power,0.0
1,flow,node,2,real_power,0.0
1,flow,node,3,real_power,0.0
1,flow,node,4,real_power,0.0
1,flow,node,6,real_power,0.0
1,flow,node,8,real_power,0.0
1,flow,node,5,real_power,0.0
1,flow,node,7,real_power,0.0
1,flow,node,9,real_power,0.0
1,flow,node,10,real_power,17.8
1,flow,node,11,real_power,0.0
1,flow,node,12,real_power,23.200000000000003
1,flow,node,13,real_power,12.0
1,flow,node,16,real_power,15.5
1,flow,node,14,real_power,18.2
1,flow,node,15,real_power,0.0
1,flow,node,18,real_power,0.0
1,flow,node,19,real_power,0.0
1,flow,node,17,real_power,0.0
1,flow,node,1,real_power,12.0
1,flow,node,2,real_power,12.0
1,flow,node,3,real_power,12.0
1,flow,node,4,real_power,12.0
1,flow,node,6,real_power,12.0
1,flow,node,8,real_power,12.0
1,flow,node,5,real_power,12.0
1,flow,node,7,real_power,12.0
1,flow,node,9,real_power,12.0
1,flow,node,10,real_power,29.8
1,topology,link,28,status,0
1,flow,link,28,current,0.0
1,flow,link,28,real_power_from,0.0
1,flow,link,28,reactive_power_from,0.0
1,flow,link,28,real_power_to,0.0
1,flow,link,28,reactive_power_to,0.0
1,flow,node,11,real_power,12.0
1,flow,node,12,real_power,35.2
1,flow,node,13,real_power,24.0
1,flow,node,16,real_power,27.5
1,flow,node,14,real_power,30.2
1,flow,node,15,real_power,12.0
1,flow,node,18,real_power,12.0
1,flow,node,19,real_power,12.0
1,flow,node,17,real_power,12.0
1,flow,node,1,real_power,-12.0
1,flow,node,2,real_power,-12.0
1,flow,node,3,real_power,-12.0
1,flow,node,4,real_power,-12.0
1,flow,node,5,real_power,-12.0
1,flow,node,6,real_power,-12.0
1,flow,node,7,real_power,-12.0
1,flow,node,8,real_power,-12.0
1,flow,node,9,real_power,-12.0
1,flow,node,10,real_power,5.800000000000001
1,flow,node,11,real_power,-12.0
1,flow,node,12,real_power,11.200000000000005
1,flow,node,13,real_power,0.0
1,flow,node,14,real_power,-12.0
1,flow,node,15,real_power,-12.0
1,flow,node,16,real_power,3.5
1,flow,node,17,real_power,-12.0
1,flow,node,18,real_power,-12.0
1,flow,node,19,real_power,-12.0
1,flow,node,20,real_power,-12.0
1,flow,node,1,real_power,0.0
1,flow,node,2,real_power,0.0
1,flow,node,3,real_power,0.0
1,flow,node,4,real_power,0.0
1,flow,node,6,real_power,0.0
1,flow,node,8,real_power,0.0
1,flow,node,5,real_power,0.0
1,flow,node,7,real_power,0.0
1,flow,node,9,real_power,0.0
1,flow,node,10,real_power,17.8
1,flow,node,11,real_power,0.0
1,flow,node,12,real_power,23.200000000000003
1,flow,node,13,real_power,12.0
1,flow,node,16,real_power,15.5
1,flow,node,14,real_power,0.0
1,flow,node,15,real_power,0.0
1,flow,node,18,real_power,0.0
1,flow,node,19,real_power,0.0
1,flow,node,17,real_power,0.0
1,flow,node,1,real_power,12.0
1,flow,node,2,real_power,12.0
1,flow,node,3,real_power,12.0
1,flow,node,4,real_power,12.0
1,flow,node,6,real_power,12.0
1,flow,node,8,real_power,12.0
1,flow,node,5,real_power,12.0
1,flow,node,7,real_power,12.0
1,flow,node,9,real_power,12.0
1,flow,node,10,real_power,29.8
1,flow,node,11,real_power,12.0
1,flow,node,12,real_power,35.2
1,flow,node,13,real_power,24.0
1,flow,node,16,real_power,27.5
1,flow,node,14,real_power,12.0
1,flow,node,15,real_power,12.0
1,flow,node,18,real_power,12.0
1,flow,node,19,real_power,12.0
1,flow,node,17,real_power,12.0
1,flow,node,1,real_power,-12.0
1,flow,node,2,real_power,-12.0
1,flow,node,3,real_power,-12.0
1,flow,node,4,real_power,-12.0
1,flow,node,5,real_power,-12.0
1,flow,node,6,real_power,-12.0
1,flow,node,7,real_power,-12.0
1,flow,node,8,real_power,-12.0
1,flow,node,9,real_power,-12.0
1,flow,node,10,real_power,-12.0
1,flow,node,11,real_power,-12.0
1,flow,node,12,real_power,11.200000000000005
1,flow,node,13,real_power,0.0
1,flow,node,14,real_power,-12.0
1,flow,node,15,real_power,-12.0
1,flow,node,16,real_power,3.5
1,flow,node,17,real_power,-12.0
1,flow,node,18,real_power,-12.0
1,flow,node,19,real_power,-12.0
1,flow,node,20,real_power,-12.0
1,flow,node,1,real_power,0.0
1,flow,node,2,real_power,0.0
1,flow,node,3,real_power,0.0
1,flow,node,4,real_power,0.0
1,flow,node,6,real_power,0.0
1,flow,node,8,real_power,0.0
1,flow,node,5,real_power,0.0
1,flow,node,7,real_power,0.0
1,flow,node,9,real_power,0.0
1,flow,node,10,real_power,0.0
1,flow,node,11,real_power,0.0
1,flow,node,12,real_power,23.200000000000003
1,flow,node,13,real_power,12.0
1,flow,node,16,real_power,15.5
1,flow,node,14,real_power,0.0
1,flow,node,15,real_power,0.0
1,flow,node,18,real_power,0.0
1,flow,node,19,real_power,0.0
1,flow,node,17,real_power,0.0
1,flow,node,1,real_power,12.0
1,flow,node,2,real_power,12.0
1,flow,node,3,real_power,12.0
1,flow,node,4,real_power,12.0
1,flow,node,6,real_power,12.0
1,flow,node,8,real_power,12.0
1,flow,node,5,real_power,12.0
1,flow,node,7,real_power,12.0
1,flow,node,9,real_power,12.0
1,flow,node,10,real_power,12.0
1,flow,node,11,real_power,12.0
1,flow,node,12,real_power,35.2
1,flow,node,13,real_power,24.0
1,flow,node,16,real_power,27.5
1,flow,node,14,real_power,12.0
1,flow,node,15,real_power,12.0
1,flow,node,18,real_power,12.0
1,flow,node,19,real_power,12.0
1,flow,node,17,real_power,12.0
1,flow,node,1,real_power,-12.0
1,flow,node,2,real_power,-12.0
1,flow,node,3,real_power,-12.0
1,flow,node,4,real_power,-12.0
1,flow,node,5,real_power,-12.0
1,flow,node,6,real_power,-12.0
1,flow,node,7,real_power,-12.0
1,flow,node,8,real_power,-12.0
1,flow,node,9,real_power,-12.0
1,flow,node,10,real_power,-12.0
1,flow,node,11,real_power,-12.0
1,flow,node,12,real_power,11.200000000000005
1,flow,node,13,real_power,0.0
1,flow,node,14,real_power,-12.0
1,flow,node,15,real_power,-12.0
1,flow,node,16,real_power,3.5
1,flow,node,17,real_power,-12.0
1,flow,node,18,real_power,-12.0
1,flow,node,19,real_power,-12.0
1,flow,node,20,real_power,-12.0
1,flow,node,1,real_power,0.0
1,flow,node,2,real_power,0.0
1,flow,node,3,real_power,0.0
1,flow,node,4,real_power,0.0
1,flow,node,6,real_power,0.0
1,flow,node,8,real_power,0.0
1,flow,node,5,real_power,0.0
1,flow,node,7,real_power,0.0
1,flow,node,9,real_power,0.0
1,flow,node,10,real_power,0.0
1,flow,node,11,real_power,0.0
1,flow,node,12,real_power,23.200000000000003
1,flow,node,13,real_power,12.0
1,flow,node,16,real_power,15.5
1,flow,node,14,real_power,0.0
1,flow,node,15,real_power,0.0
1,flow,node,18,real_power,0.0
1,flow,node,19,real_power,0.0
1,flow,node,17,real_power,0.0
1,flow,node,1,real_power,12.0
1,flow,node,2,real_power,12.0
1,flow,node,3,real_power,12.0
1,flow,node,4,real_power,12.0
1,flow,node,6,real_power,12.0
1,flow,node,8,real_power,12.0
1,flow,node,5,real_power,12.0
1,flow,node,7,real_power,12.0
1,flow,node,9,real_power,12.0
1,flow,node,10,real_power,12.0
1,flow,node,11,real_power,12.0
1,flow,node,12,real_power,35.2
1,flow,node,13,real_power,24.0
1,flow,node,16,real_power,27.5
1,flow,node,14,real_power,12.0
1,flow,node,15,real_power,12.0
1,flow,node,18,real_power,12.0
1,flow,node,19,real_power,12.0
1,flow,node,17,real_power,12.0
1,flow,node,1,real_power,-12.0
1,flow,node,2,real_power,-12.0
1,flow,node,3,real_power,-12.0
1,flow,node,4,real_power,-12.0
1,flow,node,5,real_power,-12.0
1,flow,node,6,real_power,-12.0
1,flow,node,7,real_power,-12.0
1,flow,node,8,real_power,-12.0
1,flow,node,9,real_power,-12.0
1,flow,node,10,real_power,-12.0
1,flow,node,11,real_power,-12.0
1,flow,node,12,real_power,11.200000000000005
1,flow,node,13,real_power,0.0
1,flow,node,14,real_power,-12.0
1,flow,node,15,real_power,-12.0
1,flow,node,16,real_power,3.5
1,flow,node,17,real_power,-12.0
1,flow,node,18,real_power,-12.0
1,flow,node,19,real_power,-12.0
1,flow,node,20,real_power,-12.0
1,flow,node,1,real_power,0.0
1,flow,node,2,real_power,0.0
1,flow,node,3,real_power,0.0
1,flow,node,4,real_power,0.0
1,flow,node,6,real_power,0.0
1,flow,node,8,real_power,0.0
1,flow,node,5,real_power,0.0
1,flow,node,7,real_power,0.0
1,flow,node,9,real_power,0.0
1,flow,node,10,real_power,0.0
1,flow,node,11,real_power,0.0
1,flow,node,12,real_power,23.200000000000003
1,flow,node,13,real_power,12.0
1,flow,node,16,real_power,15.5
1,flow,node,14,real_power,0.0
1,flow,node,15,real_power,0.0
1,flow,node,18,real_power,0.0
1,flow,node,19,real_power,0.0
1,flow,node,17,real_power,0.0
1,flow,node,1,real_power,12.0
1,flow,node,2,real_power,12.0
1,flow,node,3,real_power,12.0
1,flow,node,4,real_power,12.0
1,flow,node,6,real_power,12.0
1,flow,node,8,real_power,12.0
1,flow,node,5,real_power,12.0
1,flow,node,7,real_power,12.0
1,flow,node,9,real_power,12.0
1,flow,node,10,real_power,12.0
1,flow,node,11,real_power,12.0
1,flow,node,12,real_power,35.2
1,flow,node,13,real_power,24.0
1,flow,node,16,real_power,27.5
1,flow,node,14,real_power,12.0
1,flow,node,15,real_power,12.0
1,flow,node,18,real_power,12.0
1,flow,node,19,real_power,12.0
1,flow,node,17,real_power,12.0
1,flow,node,1,real_power,-12.0
1,flow,node,2,real_power,-12.0
1,flow,node,3,real_power,-12.0
1,flow,node,4,real_power,-12.0
1,flow,node,5,real_power,-12.0
1,flow,node,6,real_power,-12.0
1,flow,node,7,real_power,-12.0
1,flow,node,8,real_power,-12.0
1,flow,node,9,real_power,-12.0
1,flow,node,10,real_power,-12.0
1,flow,node,11,real_power,-12.0
1,flow,node,12,real_power,11.200000000000005
1,flow,node,13,real_power,0.0
1,flow,node,14,real_power,-12.0
1,flow,node,15,real_power,-12.0
1,flow,node,16,real_power,3.5
1,flow,node,17,real_power,-12.0
1,flow,node,18,real_power,-12.0
1,flow,node,19,real_power,-12.0
1,flow,node,20,real_power,-12.0
1,flow,node,1,real_power,0.0
1,flow,node,2,real_power,0.0
1,flow,node,3,real_power,0.0
1,flow,node,4,real_power,0.0
1,flow,node,6,real_power,0.0
1,flow,node,8,real_power,0.0
1,flow,node,5,real_power,0.0
1,flow,node,7,real_power,0.0
1,flow,node,9,real_power,0.0
1,flow,node,10,real_power,0.0
1,flow,node,11,real_power,0.0
1,flow,node,12,real_power,23.200000000000003
1,flow,node,13,real_power,12.0
1,flow,node,16,real_power,15.5
1,flow,node,14,real_power,0.0
1,flow,node,15,real_power,0.0
1,flow,node,18,real_power,0.0
1,flow,node,19,real_power,0.0
1,flow,node,17,real_power,0.0
1,flow,node,1,real_power,12.0
1,flow,node,2,real_power,12.0
1,flow,node,3,real_power,12.0
1,flow,node,4,real_power,12.0
1,flow,node,6,real_power,12.0
1,flow,node,8,real_power,12.0
1,flow,node,5,real_power,12.0
1,flow,node,7,real_power,12.0
1,flow,node,9,real_power,12.0
1,flow,node,10,real_power,12.0
1,flow,node,11,real_power,12.0
1,flow,node,12,real_power,35.2
1,flow,node,13,real_power,24.0
1,flow,node,16,real_power,27.5
1,flow,node,14,real_power,12.0
1,flow,node,15,real_power,12.0
1,flow,node,18,real_power,12.0
1,flow,node,19,real_power,12.0
1,flow,node,17,real_power,12.0
1,flow,node,1,real_power,-12.0
1,flow,node,2,real_power,-12.0
1,flow,node,3,real_power,-12.0
1,flow,node,4,real_power,-12.0
1,flow,node,5,real_power,-12.0
1,flow,node,6,real_power,-12.0
1,flow,node,7,real_power,-12.0
1,flow,node,8,real_power,-12.0
1,flow,node,9,real_power,-12.0
1,flow,node,10,real_power,-12.0
1,flow,node,11,real_power,-12.0
1,flow,node,12,real_power,11.200000000000005
1,flow,node,13,real_power,0.0
1,flow,node,14,real_power,-12.0
1,flow,node,15,real_power,-12.0
1,flow,node,16,real_power,3.5
1,flow,node,17,real_power,-12.0
1,flow,node,18,real_power,-12.0
1,flow,node,19,real_power,-12.0
1,flow,node,20,real_power,-12.0
1,flow,node,1,real_power,0.0
1,flow,node,2,real_power,0.0
1,flow,node,3,real_power,0.0
1,flow,node,4,real_power,0.0
1,flow,node,6,real_power,0.0
1,flow,node,8,real_power,0.0
1,flow,node,5,real_power,0.0
1,flow,node,7,real_power,0.0
1,flow,node,9,real_power,0.0
1,flow,node,10,real_power,0.0
1,flow,node,11,real_power,0.0
1,flow,node,12,real_power,23.200000000000003
1,flow,node,13,real_power,12.0
1,flow,node,16,real_power,15.5
1,flow,node,14,real_power,0.0
1,flow,node,15,real_power,0.0
1,flow,node,18,real_power,0.0
1,flow,node,19,real_power,0.0
1,flow,node,17,real_power,0.0
1,flow,node,1,real_power,12.0
1,flow,node,2,real_power,12.0
1,flow,node,3,real_power,12.0
1,flow,node,4,real_power,12.0
1,flow,node,6,real_power,12.0
1,flow,node,8,real_power,12.0
1,flow,node,5,real_power,12.0
1,flow,node,7,real_power,12.0
1,flow,node,9,real_power,12.0
1,flow,node,10,real_power,12.0
1,flow,node,11,real_power,12.0
1,flow,node,12,real_power,35.2
1,flow,node,13,real_power,24.0
1,flow,node,16,real_power,27.5
1,flow,node,14,real_power,12.0
1,flow,node,15,real_power,12.0
1,flow,node,18,real_power,12.0
1,flow,node,19,real_power,12.0
1,flow,node,17,real_power,12.0
1,flow,node,1,real_power,-12.0
1,flow,node,2,real_power,-12.0
1,flow,node,3,real_power,-12.0
1,flow,node,4,real_power,-12.0
1,flow,node,5,real_power,-12.0
1,flow,node,6,real_power,-12.0
1,flow,node,7,real_power,-12.0
1,flow,node,8,real_power,-12.0
1,flow,node,9,real_power,-12.0
1,flow,node,10,real_power,-12.0
1,flow,node,11,real_power,-12.0
1,flow,node,12,real_power,11.200000000000005
1,flow,node,13,real_power,0.0
1,flow,node,14,real_power,-12.0
1,flow,node,15,real_power,-12.0
1,flow,node,16,real_power,3.5
1,flow,node,17,real_power,-12.0
1,flow,node,18,real_power,-12.0
1,flow,node,19,real_power,-12.0
1,flow,node,20,real_power,-12.0
1,flow,node,1,real_power,0.0
1,flow,node,2,real_power,0.0
1,flow,node,3,real_power,0.0
1,flow,node,4,real_power,0.0
1,flow,node,6,real_power,0.0
1,flow,node,8,real_power,0.0
1,flow,node,5,real_power,0.0
1,flow,node,7,real_power,0.0
1,flow,node,9,real_power,0.0
1,flow,node,10,real_power,0.0
1,flow,node,11,real_power,0.0
1,flow,node,12,real_power,23.200000000000003
1,flow,node,13,real_power,12.0
1,flow,node,16,real_power,15.5
1,flow,node,14,real_power,0.0
1,flow,node,15,real_power,0.0
1,flow,node,18,real_power,0.0
1,flow,node,19,real_power,0.0
1,flow,node,17,real_power,0.0
1,flow,node,1,real_power,12.0
1,flow,node,2,real_power,12.0
1,flow,node,3,real_power,12.0
1,flow,node,4,real_power,12.0
1,flow,node,6,real_power,12.0
1,flow,node,8,real_power,12.0
1,flow,node,5,real_power,12.0
1,flow,node,7,real_power,12.0
1,flow,node,9,real_power,12.0
1,flow,node,10,real_power,12.0
1,flow,node,11,real_power,12.0
1,flow,node,12,real_power,35.2
1,flow,node,13,real_power,24.0
1,flow,node,16,real_power,27.5
1,flow,node,14,real_power,12.0
1,flow,node,15,real_power,12.0
1,flow,node,18,real_power,12.0
1,flow,node,19,real_power,12.0
1,flow,node,17,real_power,12.0
1,flow,node,1,real_power,-12.0
1,flow,node,2,real_power,-12.0
1,flow,node,3,real_power,-12.0
1,flow,node,4,real_power,-12.0
1,flow,node,5,real_power,-12.0
1,flow,node,6,real_power,-12.0
1,flow,node,7,real_power,-12.0
1,flow,node,8,real_power,-12.0
1,flow,node,9,real_power,-12.0
1,flow,node,10,real_power,-12.0
1,flow,node,11,real_power,-12.0
1,flow,node,12,real_power,11.200000000000005
1,flow,node,13,real_power,0.0
1,flow,node,14,real_power,-12.0
1,flow,node,15,real_power,-12.0
1,flow,node,16,real_power,3.5
1,flow,node,17,real_power,-12.0
1,flow,node,18,real_power,-12.0
1,flow,node,19,real_power,-12.0
1,flow,node,20,real_power,-12.0
1,flow,node,1,real_power,0.0
1,flow,node,2,real_power,0.0
1,flow,node,3,real_power,0.0
1,flow,node,4,real_power,0.0
1,flow,node,6,real_power,0.0
1,flow,node,8,real_power,0.0
1,flow,node,5,real_power,0.0
1,flow,node,7,real_power,0.0
1,flow,node,9,real_power,0.0
1,flow,node,10,real_power,0.0
1,flow,node,11,real_power,0.0
1,flow,node,12,real_power,23.200000000000003
1,flow,node,13,real_power,12.0
1,flow,node,16,real_power,15.5
1,flow,node,14,real_power,0.0
1,flow,node,15,real_power,0.0
1,flow,node,18,real_power,0.0
1,flow,node,19,real_power,0.0
1,flow,node,17,real_power,0.0
1,flow,node,1,real_power,12.0
1,flow,node,2,real_power,12.0
1,flow,node,3,real_power,12.0
1,flow,node,4,real_power,12.0
1,flow,node,6,real_power,12.0
1,flow,node,8,real_power,12.0
1,flow,node,5,real_power,12.0
1,flow,node,7,real_power,12.0
1,flow,node,9,real_power,12.0
1,flow,node,10,real_power,12.0
1,flow,node,11,real_power,12.0
1,flow,node,12,real_power,35.2
1,flow,node,13,real_power,24.0
1,flow,node,16,real_power,27.5
1,flow,node,14,real_power,12.0
1,flow,node,15,real_power,12.0
1,flow,node,18,real_power,12.0
1,flow,node,19,real_power,12.0
1,flow,node,17,real_power,12.0
1,flow,node,1,real_power,-12.0
1,flow,node,2,real_power,-12.0
1,flow,node,3,real_power,-12.0
1,flow,node,4,real_power,-12.0
1,flow,node,5,real_power,-12.0
1,flow,node,6,real_power,-12.0
1,flow,node,7,real_power,-12.0
1,flow,node,8,real_power,-12.0
1,flow,node,9,real_power,-12.0
1,flow,node,10,real_power,-12.0
1,flow,node,11,real_power,-12.0
1,flow,node,12,real_power,11.200000000000005
1,flow,node,13,real_power,0.0
1,flow,node,14,real_power,-12.0
1,flow,node,15,real_power,-12.0
1,flow,node,16,real_power,3.5
1,flow,node,17,real_power,-12.0
1,flow,node,18,real_power,-12.0
1,flow,node,19,real_power,-12.0
1,flow,node,20,real_power,-12.0
1,flow,node,1,real_power,0.0
1,flow,node,2,real_power,0.0
1,flow,node,3,real_power,0.0
1,flow,node,4,real_power,0.0
1,flow,node,6,real_power,0.0
